age,wage,educ
27,44000,some college but no degree
36,3000,some college but no degree
33,49500,high school diploma or equivalent
21,26000,some college but no degree
50,229339,bachelor's degree
40,20000,high school diploma or equivalent
31,32000,high school diploma or equivalent
20,26000,grade 10
24,31200,high school diploma or equivalent
25,20800,grades 5 or 6
48,77000,some college but no degree
37,44000,some college but no degree
48,10000,grade 9
28,15000,high school diploma or equivalent
26,14000,high school diploma or equivalent
24,17000,grade 10
23,3240,grade 9
28,23000,high school diploma or equivalent
23,19650,bachelor's degree
48,65000,bachelor's degree
47,90000,bachelor's degree
42,68000,bachelor's degree
29,35000,bachelor's degree
31,60000,bachelor's degree
46,50000,some college but no degree
30,43000,high school diploma or equivalent
27,27000,some college but no degree
35,39000,some college but no degree
38,56000,some college but no degree
26,41000,high school diploma or equivalent
29,40000,bachelor's degree
37,53000,bachelor's degree
39,32000,some college but no degree
41,106000,bachelor's degree
42,150000,professional school degree
36,71000,doctorate degree
44,40000,high school diploma or equivalent
38,17000,grades 5 or 6
30,31200,some college but no degree
31,50000,bachelor's degree
26,9000,bachelor's degree
44,0,high school diploma or equivalent
36,74808,bachelor's degree
40,22000,bachelor's degree
41,48000,bachelor's degree
37,18700,some college but no degree
35,47500,high school diploma or equivalent
50,100000,bachelor's degree
34,0,some college but no degree
34,0,some college but no degree
49,6000,some college but no degree
22,21000,bachelor's degree
25,60000,some college but no degree
35,45000,high school diploma or equivalent
39,56014,bachelor's degree
47,44200,"associate's degree, academic program"
30,18200,high school diploma or equivalent
45,39000,some college but no degree
48,229339,bachelor's degree
23,0,some college but no degree
23,0,bachelor's degree
42,85000,bachelor's degree
49,150000,bachelor's degree
29,23000,grade 10
48,73000,some college but no degree
33,0,some college but no degree
36,100000,doctorate degree
31,60000,bachelor's degree
35,42000,bachelor's degree
20,7200,high school diploma or equivalent
24,7970,high school diploma or equivalent
28,10000,grade 10
33,85000,master's degree
48,229339,bachelor's degree
20,25000,high school diploma or equivalent
46,22000,some college but no degree
23,27866,high school diploma or equivalent
38,83000,bachelor's degree
48,110037,bachelor's degree
39,0,bachelor's degree
46,61500,master's degree
28,32000,high school diploma or equivalent
50,0,grade 10
42,130000,bachelor's degree
42,85037,bachelor's degree
36,40000,some college but no degree
33,64000,bachelor's degree
42,20000,some college but no degree
34,50,grade 11
48,29000,"grades 1, 2, 3, or 4"
44,15000,grades 5 or 6
28,20000,"grades 1, 2, 3, or 4"
30,15000,grades 5 or 6
39,16000,"grades 1, 2, 3, or 4"
25,15800,high school diploma or equivalent
26,40000,bachelor's degree
29,60000,bachelor's degree
31,0,grade 9
48,60000,master's degree
33,55000,bachelor's degree
24,0,bachelor's degree
43,63000,"associate's degree, occupational/vocational program"
30,35000,some college but no degree
33,34600,"associate's degree, academic program"
42,40000,some college but no degree
46,68000,some college but no degree
42,69000,"associate's degree, academic program"
49,279376,bachelor's degree
47,85000,bachelor's degree
43,150000,bachelor's degree
32,75000,some college but no degree
41,22800,high school diploma or equivalent
46,62000,master's degree
37,500,high school diploma or equivalent
26,80000,bachelor's degree
38,65000,some college but no degree
25,11300,some college but no degree
27,16760,high school diploma or equivalent
36,10800,grade 9
31,86000,some college but no degree
21,15600,grade 9
40,18200,high school diploma or equivalent
32,45000,some college but no degree
21,1800,bachelor's degree
32,30000,"associate's degree, academic program"
31,27000,grade 9
46,18000,none or preschool
21,2000,grade 9
24,20900,some college but no degree
20,17700,some college but no degree
36,29120,grade 11
39,13000,grades 5 or 6
43,0,some college but no degree
24,25000,high school diploma or equivalent
32,40000,some college but no degree
22,18000,grade 9
49,10050,none or preschool
21,18000,grade 11
37,60000,high school diploma or equivalent
35,35000,high school diploma or equivalent
46,14000,some college but no degree
41,0,"grades 1, 2, 3, or 4"
28,42000,high school diploma or equivalent
31,23000,grades 5 or 6
42,26000,grades 5 or 6
36,22879,some college but no degree
42,24500,bachelor's degree
25,55000,high school diploma or equivalent
27,40000,some college but no degree
36,50000,"associate's degree, academic program"
46,28963,some college but no degree
20,0,some college but no degree
37,75000,bachelor's degree
26,48000,"12th grade, no diploma"
25,28000,high school diploma or equivalent
27,15000,grade 9
34,22000,high school diploma or equivalent
28,38500,high school diploma or equivalent
39,103000,"associate's degree, academic program"
35,60000,"associate's degree, academic program"
48,10000,grade 10
38,77000,bachelor's degree
43,50000,high school diploma or equivalent
45,92500,bachelor's degree
31,25000,some college but no degree
34,13000,some college but no degree
30,13000,some college but no degree
48,29670,some college but no degree
45,145000,"associate's degree, academic program"
29,13541,professional school degree
40,20966,bachelor's degree
47,53000,high school diploma or equivalent
20,70508,some college but no degree
24,972,grade 10
21,300,grades 7 or 8
23,20000,grade 10
48,75000,bachelor's degree
23,50000,bachelor's degree
40,18200,high school diploma or equivalent
40,6000,some college but no degree
44,8000,none or preschool
38,45000,high school diploma or equivalent
34,49000,bachelor's degree
49,105000,professional school degree
39,24000,high school diploma or equivalent
34,0,grade 10
38,110000,master's degree
28,57000,master's degree
42,60000,bachelor's degree
30,71000,some college but no degree
31,11520,grade 9
30,12000,"12th grade, no diploma"
35,31000,bachelor's degree
37,22000,none or preschool
24,0,grade 10
26,6000,grade 9
32,35000,some college but no degree
42,10000,high school diploma or equivalent
29,0,"associate's degree, occupational/vocational program"
36,20800,grade 10
37,60000,"associate's degree, academic program"
28,12000,"associate's degree, academic program"
28,0,some college but no degree
30,48000,high school diploma or equivalent
37,21000,high school diploma or equivalent
40,12000,grades 5 or 6
24,10000,high school diploma or equivalent
34,17000,master's degree
28,46000,bachelor's degree
44,229339,doctorate degree
27,25000,"associate's degree, occupational/vocational program"
32,43000,professional school degree
28,24000,some college but no degree
46,72000,bachelor's degree
37,82000,some college but no degree
44,22000,"grades 1, 2, 3, or 4"
21,15000,high school diploma or equivalent
47,60000,master's degree
34,23000,high school diploma or equivalent
37,40000,high school diploma or equivalent
44,115175,professional school degree
41,58128,bachelor's degree
37,11000,grade 11
27,17280,bachelor's degree
27,0,bachelor's degree
27,31200,bachelor's degree
26,1200,some college but no degree
44,6000,"grades 1, 2, 3, or 4"
20,25000,high school diploma or equivalent
34,3500,high school diploma or equivalent
26,23000,grade 11
34,0,grade 11
32,0,high school diploma or equivalent
30,36000,high school diploma or equivalent
33,27000,"12th grade, no diploma"
34,11600,"associate's degree, occupational/vocational program"
30,0,bachelor's degree
44,35000,doctorate degree
39,0,high school diploma or equivalent
26,0,some college but no degree
41,32000,some college but no degree
20,13000,high school diploma or equivalent
38,22000,grade 10
46,35000,some college but no degree
46,0,grade 11
41,14400,high school diploma or equivalent
49,45000,master's degree
20,0,high school diploma or equivalent
42,0,high school diploma or equivalent
33,9600,high school diploma or equivalent
42,45000,high school diploma or equivalent
31,40000,bachelor's degree
22,13000,high school diploma or equivalent
23,11600,grade 10
39,3000,some college but no degree
30,3000,high school diploma or equivalent
20,12031,high school diploma or equivalent
22,12188,high school diploma or equivalent
20,7000,grade 9
26,20800,"associate's degree, occupational/vocational program"
42,0,"associate's degree, occupational/vocational program"
41,13000,high school diploma or equivalent
31,0,none or preschool
28,13000,high school diploma or equivalent
39,0,grade 9
50,0,some college but no degree
24,3200,grade 9
23,12000,high school diploma or equivalent
48,14000,high school diploma or equivalent
50,26400,"associate's degree, occupational/vocational program"
21,1950,high school diploma or equivalent
43,50000,high school diploma or equivalent
47,27040,high school diploma or equivalent
28,9000,some college but no degree
39,19300,some college but no degree
31,12000,"associate's degree, academic program"
37,41000,high school diploma or equivalent
35,27000,high school diploma or equivalent
25,25900,some college but no degree
29,33000,high school diploma or equivalent
26,19760,some college but no degree
42,75000,bachelor's degree
33,0,"12th grade, no diploma"
50,20000,some college but no degree
40,31200,grade 10
37,42600,professional school degree
32,20955,high school diploma or equivalent
43,80000,high school diploma or equivalent
21,2500,some college but no degree
37,0,some college but no degree
48,45000,high school diploma or equivalent
48,30000,high school diploma or equivalent
22,60000,high school diploma or equivalent
34,14000,"associate's degree, occupational/vocational program"
29,24000,"associate's degree, occupational/vocational program"
38,14181,high school diploma or equivalent
22,0,"12th grade, no diploma"
32,0,some college but no degree
50,12000,grade 11
37,39000,bachelor's degree
35,31000,master's degree
45,44616,high school diploma or equivalent
25,20000,high school diploma or equivalent
24,35000,"associate's degree, occupational/vocational program"
23,30000,some college but no degree
24,30000,some college but no degree
37,12600,"associate's degree, academic program"
34,20160,high school diploma or equivalent
34,130000,bachelor's degree
47,35000,high school diploma or equivalent
20,480,grade 10
34,30000,"12th grade, no diploma"
21,10000,high school diploma or equivalent
34,60000,bachelor's degree
28,29400,high school diploma or equivalent
24,4600,"associate's degree, academic program"
28,51675,grades 5 or 6
29,0,grade 9
26,9600,grades 5 or 6
31,41000,"associate's degree, occupational/vocational program"
47,0,high school diploma or equivalent
43,74854,master's degree
42,120000,master's degree
39,60000,bachelor's degree
31,34000,high school diploma or equivalent
45,15080,high school diploma or equivalent
20,3500,some college but no degree
40,28000,bachelor's degree
25,11210,bachelor's degree
23,7500,some college but no degree
22,3500,some college but no degree
21,9500,some college but no degree
20,2500,some college but no degree
41,32000,some college but no degree
44,80000,bachelor's degree
37,229339,master's degree
46,62000,"associate's degree, occupational/vocational program"
50,65000,master's degree
33,50000,high school diploma or equivalent
37,42000,bachelor's degree
27,42000,"associate's degree, occupational/vocational program"
26,30000,bachelor's degree
32,11500,some college but no degree
23,0,bachelor's degree
29,36000,bachelor's degree
37,60000,high school diploma or equivalent
44,48000,bachelor's degree
48,100000,bachelor's degree
31,20200,high school diploma or equivalent
33,0,"grades 1, 2, 3, or 4"
40,70000,master's degree
47,35000,bachelor's degree
25,17000,bachelor's degree
40,36000,high school diploma or equivalent
40,65000,bachelor's degree
36,29000,high school diploma or equivalent
28,29000,master's degree
31,5880,bachelor's degree
21,33000,some college but no degree
26,22980,grade 10
32,50000,master's degree
36,38000,bachelor's degree
38,32000,some college but no degree
24,9000,high school diploma or equivalent
47,51000,bachelor's degree
36,60000,master's degree
40,85000,master's degree
30,71000,some college but no degree
47,100000,professional school degree
44,0,bachelor's degree
50,72000,bachelor's degree
22,3200,some college but no degree
24,68000,bachelor's degree
28,31000,bachelor's degree
36,38000,bachelor's degree
46,0,high school diploma or equivalent
34,59000,professional school degree
24,50000,master's degree
41,40000,high school diploma or equivalent
35,100000,bachelor's degree
44,48000,some college but no degree
23,14000,"associate's degree, occupational/vocational program"
39,98000,high school diploma or equivalent
42,75000,doctorate degree
45,229339,professional school degree
45,39987,some college but no degree
42,30000,high school diploma or equivalent
37,30000,master's degree
25,5000,bachelor's degree
42,10000,bachelor's degree
23,23000,bachelor's degree
23,9000,bachelor's degree
22,27000,some college but no degree
22,5000,bachelor's degree
21,12000,some college but no degree
41,43000,"associate's degree, academic program"
36,98037,high school diploma or equivalent
43,0,grade 11
39,1500,master's degree
41,0,master's degree
50,0,some college but no degree
26,0,high school diploma or equivalent
36,34000,"associate's degree, occupational/vocational program"
35,26000,grade 9
20,25000,some college but no degree
42,10000,master's degree
34,24000,high school diploma or equivalent
43,48000,high school diploma or equivalent
24,22000,grade 9
23,8000,grade 11
37,2240,high school diploma or equivalent
46,19200,grades 5 or 6
27,0,some college but no degree
26,7024,high school diploma or equivalent
44,22600,"grades 1, 2, 3, or 4"
49,22600,"grades 1, 2, 3, or 4"
45,24000,grade 11
48,20000,some college but no degree
33,14400,some college but no degree
30,30000,bachelor's degree
49,2000,high school diploma or equivalent
37,45000,bachelor's degree
42,0,"associate's degree, occupational/vocational program"
39,65000,high school diploma or equivalent
24,20900,grades 5 or 6
47,27000,grade 11
22,0,high school diploma or equivalent
32,28040,high school diploma or equivalent
34,27000,grade 11
50,38000,"associate's degree, academic program"
27,0,high school diploma or equivalent
48,22880,grades 5 or 6
49,38400,bachelor's degree
38,18000,high school diploma or equivalent
21,12700,high school diploma or equivalent
20,22000,grade 11
21,0,some college but no degree
26,25000,high school diploma or equivalent
46,15000,"12th grade, no diploma"
43,19000,grades 5 or 6
36,23500,high school diploma or equivalent
30,24000,"associate's degree, occupational/vocational program"
42,52000,high school diploma or equivalent
36,31928,grade 10
48,0,some college but no degree
21,26080,high school diploma or equivalent
34,35000,grade 11
29,25741,some college but no degree
34,40000,high school diploma or equivalent
39,25785,high school diploma or equivalent
24,24384,high school diploma or equivalent
30,16800,grades 5 or 6
32,0,high school diploma or equivalent
21,9000,some college but no degree
40,45000,"associate's degree, occupational/vocational program"
47,0,high school diploma or equivalent
45,0,bachelor's degree
38,13000,grade 11
43,16000,grade 9
30,18000,high school diploma or equivalent
34,60000,high school diploma or equivalent
20,18000,high school diploma or equivalent
38,25000,bachelor's degree
31,22000,"12th grade, no diploma"
31,4000,"associate's degree, occupational/vocational program"
42,16000,high school diploma or equivalent
35,0,some college but no degree
48,40000,high school diploma or equivalent
25,17000,high school diploma or equivalent
43,35000,grade 11
42,20000,high school diploma or equivalent
43,0,some college but no degree
28,11500,high school diploma or equivalent
43,10000,grades 5 or 6
35,22000,"grades 1, 2, 3, or 4"
43,0,high school diploma or equivalent
42,40000,high school diploma or equivalent
48,800,grade 9
22,8000,high school diploma or equivalent
32,20000,grades 7 or 8
40,32500,some college but no degree
32,30000,some college but no degree
45,17680,high school diploma or equivalent
47,21000,grades 5 or 6
20,15000,high school diploma or equivalent
44,15000,grade 9
39,16000,grades 5 or 6
30,25000,some college but no degree
31,15200,high school diploma or equivalent
31,40000,high school diploma or equivalent
47,0,high school diploma or equivalent
48,12000,high school diploma or equivalent
47,40000,"associate's degree, occupational/vocational program"
21,0,"associate's degree, occupational/vocational program"
27,18000,grades 5 or 6
47,12000,high school diploma or equivalent
41,35000,master's degree
50,0,high school diploma or equivalent
32,35000,bachelor's degree
43,60000,high school diploma or equivalent
38,20000,high school diploma or equivalent
31,25000,some college but no degree
33,60000,bachelor's degree
32,12000,grade 10
35,22000,bachelor's degree
29,43200,"associate's degree, occupational/vocational program"
25,37000,high school diploma or equivalent
23,30000,some college but no degree
48,0,high school diploma or equivalent
23,0,high school diploma or equivalent
27,0,some college but no degree
33,75000,bachelor's degree
49,0,some college but no degree
33,2000,high school diploma or equivalent
39,30000,high school diploma or equivalent
39,5000,some college but no degree
40,55000,some college but no degree
29,70000,bachelor's degree
35,22000,high school diploma or equivalent
23,11000,high school diploma or equivalent
23,33000,bachelor's degree
48,229339,bachelor's degree
29,24000,some college but no degree
35,13000,grade 9
23,21000,grades 5 or 6
30,10000,grades 5 or 6
34,25000,high school diploma or equivalent
40,25800,some college but no degree
40,40200,bachelor's degree
48,0,some college but no degree
23,12000,high school diploma or equivalent
28,15600,high school diploma or equivalent
32,25000,grade 11
48,28012,master's degree
46,0,high school diploma or equivalent
41,19392,"associate's degree, occupational/vocational program"
39,0,bachelor's degree
21,0,"associate's degree, occupational/vocational program"
32,22000,"grades 1, 2, 3, or 4"
23,26000,grade 10
29,1000,high school diploma or equivalent
47,14844,high school diploma or equivalent
48,0,some college but no degree
26,12500,high school diploma or equivalent
32,10000,high school diploma or equivalent
40,0,"associate's degree, occupational/vocational program"
29,16000,high school diploma or equivalent
30,15000,grade 9
50,23845,some college but no degree
29,60000,"associate's degree, occupational/vocational program"
32,17000,grade 9
39,78000,"associate's degree, occupational/vocational program"
43,0,high school diploma or equivalent
28,30000,high school diploma or equivalent
40,35000,high school diploma or equivalent
46,115000,some college but no degree
41,0,bachelor's degree
50,5600,high school diploma or equivalent
44,28000,high school diploma or equivalent
38,42000,master's degree
36,50000,high school diploma or equivalent
43,60000,bachelor's degree
42,19082,high school diploma or equivalent
48,39000,grades 5 or 6
38,48000,high school diploma or equivalent
50,26000,high school diploma or equivalent
30,0,some college but no degree
46,1200,some college but no degree
50,0,high school diploma or equivalent
25,13000,high school diploma or equivalent
35,23600,"grades 1, 2, 3, or 4"
30,8000,some college but no degree
27,20000,high school diploma or equivalent
26,14000,bachelor's degree
38,50000,high school diploma or equivalent
34,0,high school diploma or equivalent
44,25000,master's degree
39,14000,master's degree
32,16902,high school diploma or equivalent
40,30000,bachelor's degree
39,40000,some college but no degree
41,6000,some college but no degree
43,55000,"associate's degree, occupational/vocational program"
35,90000,"associate's degree, occupational/vocational program"
40,29000,high school diploma or equivalent
50,26000,high school diploma or equivalent
23,0,high school diploma or equivalent
27,32000,high school diploma or equivalent
33,60000,some college but no degree
39,15000,high school diploma or equivalent
35,23000,grade 10
42,50000,high school diploma or equivalent
43,25000,high school diploma or equivalent
31,20000,high school diploma or equivalent
45,45000,master's degree
20,7200,high school diploma or equivalent
47,14000,bachelor's degree
39,15000,grade 11
47,17187,some college but no degree
29,25900,high school diploma or equivalent
33,35000,high school diploma or equivalent
48,32000,high school diploma or equivalent
20,6000,some college but no degree
47,28000,high school diploma or equivalent
26,0,none or preschool
32,48000,high school diploma or equivalent
45,0,high school diploma or equivalent
27,0,grade 10
42,0,high school diploma or equivalent
39,26000,grade 10
44,25000,high school diploma or equivalent
46,11586,high school diploma or equivalent
39,23000,grades 7 or 8
43,2000,high school diploma or equivalent
31,12000,high school diploma or equivalent
20,14300,some college but no degree
29,25000,grade 9
41,36400,some college but no degree
39,40000,high school diploma or equivalent
36,36500,bachelor's degree
45,12000,high school diploma or equivalent
23,44000,high school diploma or equivalent
23,16326,high school diploma or equivalent
21,12000,high school diploma or equivalent
39,42000,grades 7 or 8
30,30000,some college but no degree
32,27000,bachelor's degree
43,229839,high school diploma or equivalent
43,40000,bachelor's degree
36,0,high school diploma or equivalent
44,0,some college but no degree
27,35000,some college but no degree
22,15000,some college but no degree
47,46000,some college but no degree
42,0,"associate's degree, occupational/vocational program"
28,13000,grade 11
27,13200,high school diploma or equivalent
47,12000,high school diploma or equivalent
44,48000,bachelor's degree
26,16900,high school diploma or equivalent
31,23000,bachelor's degree
22,14800,some college but no degree
29,18000,some college but no degree
24,18000,some college but no degree
22,1000,some college but no degree
43,29000,some college but no degree
40,29217,some college but no degree
48,18172,high school diploma or equivalent
22,6000,bachelor's degree
25,24000,some college but no degree
27,23000,some college but no degree
30,28500,high school diploma or equivalent
26,13500,some college but no degree
40,31000,bachelor's degree
45,60000,some college but no degree
24,25000,some college but no degree
44,0,some college but no degree
20,21000,high school diploma or equivalent
27,19000,bachelor's degree
40,28080,high school diploma or equivalent
45,66000,professional school degree
37,43000,some college but no degree
39,30000,bachelor's degree
27,21000,bachelor's degree
40,105000,bachelor's degree
42,13000,"associate's degree, occupational/vocational program"
46,4000,high school diploma or equivalent
29,0,high school diploma or equivalent
47,41000,high school diploma or equivalent
50,63000,bachelor's degree
42,63685,some college but no degree
45,50000,some college but no degree
28,68037,some college but no degree
23,20000,high school diploma or equivalent
32,7650,"associate's degree, occupational/vocational program"
41,61000,high school diploma or equivalent
32,35000,high school diploma or equivalent
38,78000,high school diploma or equivalent
40,1200,"associate's degree, occupational/vocational program"
40,14440,high school diploma or equivalent
40,37500,bachelor's degree
34,35500,"associate's degree, occupational/vocational program"
48,65000,some college but no degree
22,12250,bachelor's degree
45,18000,high school diploma or equivalent
29,26698,bachelor's degree
50,40000,some college but no degree
44,33488,high school diploma or equivalent
27,12000,some college but no degree
42,0,doctorate degree
32,60000,bachelor's degree
45,2600,high school diploma or equivalent
47,65600,high school diploma or equivalent
26,38400,"associate's degree, occupational/vocational program"
45,14500,high school diploma or equivalent
25,27000,some college but no degree
50,30000,high school diploma or equivalent
42,51000,high school diploma or equivalent
27,25000,high school diploma or equivalent
29,0,high school diploma or equivalent
28,11500,high school diploma or equivalent
38,16000,high school diploma or equivalent
46,0,high school diploma or equivalent
32,2000,some college but no degree
29,35000,some college but no degree
33,28000,"associate's degree, academic program"
30,33000,high school diploma or equivalent
20,10000,high school diploma or equivalent
44,26000,high school diploma or equivalent
29,28000,bachelor's degree
38,0,grade 10
31,16000,some college but no degree
40,10000,high school diploma or equivalent
42,16000,high school diploma or equivalent
44,19000,high school diploma or equivalent
45,0,high school diploma or equivalent
36,0,high school diploma or equivalent
24,9000,"associate's degree, occupational/vocational program"
30,15000,high school diploma or equivalent
31,32000,bachelor's degree
38,35000,high school diploma or equivalent
48,16000,some college but no degree
22,22500,high school diploma or equivalent
20,12050,some college but no degree
20,6000,high school diploma or equivalent
26,24000,high school diploma or equivalent
24,24000,grade 11
45,21000,some college but no degree
27,12000,bachelor's degree
46,0,high school diploma or equivalent
48,40000,high school diploma or equivalent
43,0,some college but no degree
23,7500,some college but no degree
25,25342,high school diploma or equivalent
49,15000,some college but no degree
46,0,high school diploma or equivalent
42,29600,some college but no degree
43,25000,high school diploma or equivalent
39,0,bachelor's degree
39,6000,grade 11
49,41000,bachelor's degree
32,33000,high school diploma or equivalent
41,17000,grade 10
29,40000,some college but no degree
39,55000,master's degree
45,36000,high school diploma or equivalent
40,15000,"associate's degree, occupational/vocational program"
43,33060,bachelor's degree
26,9600,high school diploma or equivalent
46,6000,none or preschool
46,24000,high school diploma or equivalent
24,14000,high school diploma or equivalent
38,36000,"associate's degree, occupational/vocational program"
20,8000,some college but no degree
33,0,high school diploma or equivalent
34,8400,"associate's degree, occupational/vocational program"
47,46000,high school diploma or equivalent
28,9480,high school diploma or equivalent
49,54000,bachelor's degree
42,0,bachelor's degree
47,14000,bachelor's degree
44,26800,"associate's degree, academic program"
42,135000,professional school degree
39,0,high school diploma or equivalent
42,0,high school diploma or equivalent
43,20000,grade 11
35,10000,bachelor's degree
24,20951,high school diploma or equivalent
40,42000,bachelor's degree
43,65000,doctorate degree
41,0,high school diploma or equivalent
22,15000,some college but no degree
42,40000,doctorate degree
45,33000,some college but no degree
26,14000,some college but no degree
35,35000,"associate's degree, occupational/vocational program"
21,1000,some college but no degree
22,18500,some college but no degree
22,10900,some college but no degree
31,60000,master's degree
39,0,some college but no degree
40,31272,master's degree
44,31391,bachelor's degree
20,3000,some college but no degree
20,900,some college but no degree
20,9000,some college but no degree
44,28131,doctorate degree
20,0,some college but no degree
42,0,high school diploma or equivalent
46,100000,high school diploma or equivalent
31,18000,some college but no degree
49,46100,bachelor's degree
33,24360,high school diploma or equivalent
35,33000,professional school degree
41,0,high school diploma or equivalent
26,27000,"associate's degree, occupational/vocational program"
25,17513,"associate's degree, occupational/vocational program"
44,41000,high school diploma or equivalent
46,35000,bachelor's degree
21,1500,some college but no degree
44,37051,bachelor's degree
23,11000,high school diploma or equivalent
48,35000,high school diploma or equivalent
36,12900,some college but no degree
37,14000,bachelor's degree
36,0,"12th grade, no diploma"
25,15000,some college but no degree
50,0,"associate's degree, occupational/vocational program"
36,5000,professional school degree
44,24000,high school diploma or equivalent
33,31000,high school diploma or equivalent
25,500,bachelor's degree
27,8000,"associate's degree, academic program"
45,35000,bachelor's degree
38,0,"associate's degree, occupational/vocational program"
37,0,"associate's degree, academic program"
50,50000,high school diploma or equivalent
47,59000,bachelor's degree
40,0,some college but no degree
47,0,bachelor's degree
42,6222,"associate's degree, academic program"
25,21400,some college but no degree
36,10916,high school diploma or equivalent
34,35600,bachelor's degree
48,34060,grades 7 or 8
48,0,some college but no degree
40,28000,high school diploma or equivalent
50,67000,bachelor's degree
50,0,high school diploma or equivalent
25,24261,some college but no degree
48,0,some college but no degree
20,1000,bachelor's degree
48,23268,high school diploma or equivalent
36,26780,some college but no degree
50,0,high school diploma or equivalent
23,21000,bachelor's degree
27,28500,"associate's degree, academic program"
34,33000,high school diploma or equivalent
34,21500,high school diploma or equivalent
25,21000,bachelor's degree
26,15000,some college but no degree
32,16000,grades 7 or 8
42,11000,high school diploma or equivalent
41,60000,high school diploma or equivalent
45,31900,bachelor's degree
38,0,grade 10
41,80000,master's degree
28,22000,"associate's degree, occupational/vocational program"
50,0,bachelor's degree
29,22800,high school diploma or equivalent
21,0,some college but no degree
27,0,high school diploma or equivalent
43,28000,high school diploma or equivalent
42,0,high school diploma or equivalent
35,39259,bachelor's degree
27,8600,high school diploma or equivalent
47,29000,bachelor's degree
41,37600,bachelor's degree
48,31900,bachelor's degree
50,0,high school diploma or equivalent
28,33000,bachelor's degree
48,65000,master's degree
43,32000,high school diploma or equivalent
37,35000,high school diploma or equivalent
24,39000,some college but no degree
29,20000,high school diploma or equivalent
46,28400,some college but no degree
24,5800,"associate's degree, academic program"
31,40000,high school diploma or equivalent
23,19000,some college but no degree
49,18000,master's degree
31,4810,bachelor's degree
24,24000,high school diploma or equivalent
37,13000,some college but no degree
50,39665,high school diploma or equivalent
26,25605,high school diploma or equivalent
23,700,grades 5 or 6
25,4500,high school diploma or equivalent
27,6000,high school diploma or equivalent
25,21050,high school diploma or equivalent
23,8050,high school diploma or equivalent
23,30000,high school diploma or equivalent
43,46000,bachelor's degree
20,14560,high school diploma or equivalent
36,7200,"12th grade, no diploma"
27,30000,high school diploma or equivalent
28,70000,bachelor's degree
27,8520,high school diploma or equivalent
35,11268,high school diploma or equivalent
34,43000,bachelor's degree
33,28226,high school diploma or equivalent
33,18000,some college but no degree
38,0,high school diploma or equivalent
47,36500,bachelor's degree
20,13500,grade 11
23,0,high school diploma or equivalent
21,12000,high school diploma or equivalent
22,13800,grade 10
21,10479,high school diploma or equivalent
25,18000,high school diploma or equivalent
34,35000,high school diploma or equivalent
21,20000,high school diploma or equivalent
48,0,high school diploma or equivalent
47,32000,master's degree
43,3000,high school diploma or equivalent
40,1000,grade 10
34,0,high school diploma or equivalent
41,49000,grade 10
43,30000,bachelor's degree
20,2000,some college but no degree
20,5665,some college but no degree
27,25000,"associate's degree, occupational/vocational program"
28,9100,"associate's degree, occupational/vocational program"
25,20000,high school diploma or equivalent
20,13000,high school diploma or equivalent
36,0,some college but no degree
35,0,high school diploma or equivalent
20,0,"12th grade, no diploma"
42,17000,some college but no degree
40,42000,master's degree
37,0,some college but no degree
25,800,some college but no degree
47,0,high school diploma or equivalent
41,0,some college but no degree
39,13600,high school diploma or equivalent
34,39000,high school diploma or equivalent
32,0,high school diploma or equivalent
20,3500,high school diploma or equivalent
21,9000,high school diploma or equivalent
20,0,high school diploma or equivalent
20,1560,high school diploma or equivalent
41,26400,high school diploma or equivalent
47,26000,high school diploma or equivalent
24,18500,some college but no degree
23,24000,high school diploma or equivalent
43,36500,high school diploma or equivalent
31,6000,high school diploma or equivalent
44,0,some college but no degree
49,45000,some college but no degree
48,12000,bachelor's degree
32,24000,high school diploma or equivalent
23,14700,some college but no degree
40,66500,master's degree
38,35000,high school diploma or equivalent
38,12002,high school diploma or equivalent
23,12500,some college but no degree
42,30000,high school diploma or equivalent
29,6240,high school diploma or equivalent
42,25000,high school diploma or equivalent
45,20000,high school diploma or equivalent
34,36000,high school diploma or equivalent
23,14000,some college but no degree
22,5000,some college but no degree
50,51000,some college but no degree
38,0,grade 9
33,100037,bachelor's degree
43,40000,bachelor's degree
50,0,bachelor's degree
49,0,high school diploma or equivalent
38,35000,bachelor's degree
28,36000,bachelor's degree
31,27000,bachelor's degree
50,7000,high school diploma or equivalent
25,35000,some college but no degree
37,0,some college but no degree
42,31904,master's degree
48,28000,high school diploma or equivalent
46,21000,some college but no degree
31,12000,bachelor's degree
48,0,some college but no degree
34,0,bachelor's degree
40,31000,bachelor's degree
38,34000,"associate's degree, academic program"
40,14300,grade 9
31,19500,bachelor's degree
38,39000,some college but no degree
44,0,doctorate degree
48,6000,bachelor's degree
26,18000,high school diploma or equivalent
45,50816,some college but no degree
31,29000,some college but no degree
38,0,high school diploma or equivalent
23,14400,high school diploma or equivalent
42,17000,some college but no degree
43,29000,high school diploma or equivalent
44,40000,some college but no degree
47,0,high school diploma or equivalent
41,22000,high school diploma or equivalent
49,25000,some college but no degree
29,24000,grade 11
45,0,grade 10
48,0,grade 11
21,4000,high school diploma or equivalent
50,58400,master's degree
29,40000,bachelor's degree
44,0,bachelor's degree
35,20000,bachelor's degree
29,35000,master's degree
45,42000,some college but no degree
48,43000,bachelor's degree
27,67000,bachelor's degree
39,77848,bachelor's degree
50,8000,bachelor's degree
46,36500,high school diploma or equivalent
